year,category,sequence,shortname,circuit_name,rider,rider_name,team_name,bike_name,position,points,number,country,speed,time
2008,MotoGP,8,GBR,Donington Park,2285,"Toseland, James",Tech 3 Yamaha,Yamaha,17,0,52,GB,153.7,1 Lap
2008,MotoGP,8,GBR,Donington Park,2049,"Hopkins, John",Kawasaki Racing Team,Kawasaki,-1,0,21,US,158.9,14 Laps
2008,MotoGP,9,NED,Assen,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,1,25,1,AU,168.4,42'12.337
2008,MotoGP,9,NED,Assen,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,2,20,2,ES,167.6,+11.310
2008,MotoGP,9,NED,Assen,2094,"Edwards, Colin",Tech 3 Yamaha,Yamaha,3,16,5,US,167.2,+17.125
2008,MotoGP,9,NED,Assen,2093,"Hayden, Nicky",Repsol Honda Team,Honda,4,13,69,US,167.0,+20.477
2008,MotoGP,9,NED,Assen,2055,"Dovizioso, Andrea",JiR Team Scot MotoGP,Honda,5,11,4,IT,166.6,+27.346
2008,MotoGP,9,NED,Assen,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,6,10,48,ES,166.5,+28.608
2008,MotoGP,9,NED,Assen,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,7,9,7,AU,166.2,+32.330
2008,MotoGP,9,NED,Assen,1875,"Nakano, Shinya",San Carlo Honda Gresini,Honda,8,8,56,JP,166.1,+34.892
2008,MotoGP,9,NED,Assen,2285,"Toseland, James",Tech 3 Yamaha,Yamaha,9,7,52,GB,165.8,+38.566
2008,MotoGP,9,NED,Assen,1990,"Guintoli, Sylvain",Alice Team,Ducati,10,6,50,FR,165.8,+38.817
2008,MotoGP,9,NED,Assen,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,11,5,46,IT,165.4,+46.025
2008,MotoGP,9,NED,Assen,1944,"Elias, Toni",Alice Team,Ducati,12,4,24,ES,165.2,+48.213
2008,MotoGP,9,NED,Assen,1854,"Melandri, Marco",Ducati Marlboro Team,Ducati,13,3,33,IT,164.5,+59.594
2008,MotoGP,9,NED,Assen,1931,"West, Anthony",Kawasaki Racing Team,Kawasaki,-1,0,13,AU,163.7,19 Laps
2008,MotoGP,9,NED,Assen,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,-4,0,14,FR,,0 Lap
2008,MotoGP,9,NED,Assen,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,-4,0,15,SM,,0 Lap
2008,MotoGP,10,GER,Sachsenring,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,1,25,1,AU,139.1,47'30.057
2008,MotoGP,10,GER,Sachsenring,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,2,20,46,IT,138.9,+3.708
2008,MotoGP,10,GER,Sachsenring,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,3,16,7,AU,138.4,+14.002
2008,MotoGP,10,GER,Sachsenring,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,4,13,15,SM,138.4,+14.124
2008,MotoGP,10,GER,Sachsenring,2055,"Dovizioso, Andrea",JiR Team Scot MotoGP,Honda,5,11,4,IT,137.1,+42.022
2008,MotoGP,10,GER,Sachsenring,1990,"Guintoli, Sylvain",Alice Team,Ducati,6,10,50,FR,136.9,+46.648
2008,MotoGP,10,GER,Sachsenring,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,7,9,65,IT,136.0,+1'04.483
2008,MotoGP,10,GER,Sachsenring,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,8,8,14,FR,136.0,+1'04.588
2008,MotoGP,10,GER,Sachsenring,1875,"Nakano, Shinya",San Carlo Honda Gresini,Honda,9,7,56,JP,135.5,+1'16.773
2008,MotoGP,10,GER,Sachsenring,1931,"West, Anthony",Kawasaki Racing Team,Kawasaki,10,6,13,AU,134.9,+1'29.275
2008,MotoGP,10,GER,Sachsenring,2285,"Toseland, James",Tech 3 Yamaha,Yamaha,11,5,52,GB,133.9,1 Lap
2008,MotoGP,10,GER,Sachsenring,1944,"Elias, Toni",Alice Team,Ducati,12,4,24,ES,133.8,1 Lap
2008,MotoGP,10,GER,Sachsenring,2093,"Hayden, Nicky",Repsol Honda Team,Honda,13,3,69,US,127.9,2 Laps
2008,MotoGP,10,GER,Sachsenring,2094,"Edwards, Colin",Tech 3 Yamaha,Yamaha,-1,0,5,US,136.9,10 Laps
2008,MotoGP,10,GER,Sachsenring,1854,"Melandri, Marco",Ducati Marlboro Team,Ducati,-1,0,33,IT,133.6,21 Laps
2008,MotoGP,10,GER,Sachsenring,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,-1,0,2,ES,136.1,25 Laps
2008,MotoGP,10,GER,Sachsenring,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,-1,0,48,ES,129.7,28 Laps
2008,MotoGP,11,USA,Laguna Seca,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,157.3,44'04.311
2008,MotoGP,11,USA,Laguna Seca,2032,"Stoner, Casey",Ducati Team,Ducati,2,20,1,AU,156.5,+13.001
2008,MotoGP,11,USA,Laguna Seca,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,3,16,7,AU,155.7,+26.609
2008,MotoGP,11,USA,Laguna Seca,2055,"Dovizioso, Andrea",JiR Team Scot MotoGP,Honda,4,13,4,IT,155.2,+34.901
2008,MotoGP,11,USA,Laguna Seca,2093,"Hayden, Nicky",Repsol Honda Team,Honda,5,11,69,US,155.2,+35.663
2008,MotoGP,11,USA,Laguna Seca,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,6,10,14,FR,155.1,+37.668
2008,MotoGP,11,USA,Laguna Seca,1944,"Elias, Toni",Alice Team,Ducati,7,9,24,ES,154.8,+41.629
2008,MotoGP,11,USA,Laguna Seca,2286,"Spies, Ben",Rizla Suzuki MotoGP,Suzuki,8,8,11,US,154.8,+41.927
2008,MotoGP,11,USA,Laguna Seca,2285,"Toseland, James",Tech 3 Yamaha,Yamaha,9,7,52,GB,154.8,+43.019
2008,MotoGP,11,USA,Laguna Seca,1875,"Nakano, Shinya",San Carlo Honda Gresini,Honda,10,6,56,JP,154.7,+44.391
2008,MotoGP,11,USA,Laguna Seca,2287,"Hacking, Jamie",Kawasaki Racing Team,Kawasaki,11,5,12,US,154.6,+46.258
2008,MotoGP,11,USA,Laguna Seca,1990,"Guintoli, Sylvain",Alice Team,Ducati,12,4,50,FR,154.1,+55.273
2008,MotoGP,11,USA,Laguna Seca,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,13,3,15,SM,154.0,+55.521
2008,MotoGP,11,USA,Laguna Seca,2094,"Edwards, Colin",Tech 3 Yamaha,Yamaha,14,2,5,US,153.6,+1'02.380
2008,MotoGP,11,USA,Laguna Seca,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,15,1,65,IT,153.3,+1'08.207
2008,MotoGP,11,USA,Laguna Seca,1854,"Melandri, Marco",Ducati Team,Ducati,16,0,33,IT,153.2,+1'10.962
2008,MotoGP,11,USA,Laguna Seca,1931,"West, Anthony",Kawasaki Racing Team,Kawasaki,17,0,13,AU,150.6,1 Lap
2008,MotoGP,11,USA,Laguna Seca,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,-4,0,48,ES,,0 Lap
2008,MotoGP,12,CZE,Brno,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,164.0,43'28.841
2008,MotoGP,12,CZE,Brno,1944,"Elias, Toni",Alice Team,Ducati,2,20,24,ES,163.1,+15.004
2008,MotoGP,12,CZE,Brno,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,3,16,65,IT,162.7,+21.689
2008,MotoGP,12,CZE,Brno,1875,"Nakano, Shinya",San Carlo Honda Gresini,Honda,4,13,56,JP,162.4,+25.859
2008,MotoGP,12,CZE,Brno,1931,"West, Anthony",Kawasaki Racing Team,Kawasaki,5,11,13,AU,162.2,+29.465
2008,MotoGP,12,CZE,Brno,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,6,10,7,AU,162.1,+30.608
2008,MotoGP,12,CZE,Brno,1854,"Melandri, Marco",Ducati Marlboro Team,Ducati,7,9,33,IT,161.8,+36.453
2008,MotoGP,12,CZE,Brno,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,8,8,15,SM,161.7,+36.750
2008,MotoGP,12,CZE,Brno,2055,"Dovizioso, Andrea",JiR Team Scot MotoGP,Honda,9,7,4,IT,161.6,+38.822
2008,MotoGP,12,CZE,Brno,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,10,6,48,ES,161.6,+39.573
2008,MotoGP,12,CZE,Brno,2049,"Hopkins, John",Kawasaki Racing Team,Kawasaki,11,5,21,US,161.6,+39.610
2008,MotoGP,12,CZE,Brno,1990,"Guintoli, Sylvain",Alice Team,Ducati,12,4,50,FR,161.5,+40.892
2008,MotoGP,12,CZE,Brno,2285,"Toseland, James",Tech 3 Yamaha,Yamaha,13,3,52,GB,159.7,+1'11.490
2008,MotoGP,12,CZE,Brno,2094,"Edwards, Colin",Tech 3 Yamaha,Yamaha,14,2,5,US,159.1,+1'21.133
2008,MotoGP,12,CZE,Brno,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,15,1,2,ES,158.1,+1'37.038
2008,MotoGP,12,CZE,Brno,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,16,0,14,FR,158.1,+1'38.407
2008,MotoGP,12,CZE,Brno,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,-1,0,1,AU,164.6,16 Laps
2008,125cc,12,CZE,Brno,2315,"Folger, Jonas",Red Bull MotoGP Academy,KTM,-1,0,94,DE,126.5,18 Laps
2008,MotoGP,13,RSM,Misano,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,158.8,44'41.884
2008,MotoGP,13,RSM,Misano,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,2,20,48,ES,158.6,+3.163
2008,MotoGP,13,RSM,Misano,1944,"Elias, Toni",Alice Team,Ducati,3,16,24,ES,158.1,+11.705
2008,MotoGP,13,RSM,Misano,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,4,13,2,ES,157.8,+17.470
2008,MotoGP,13,RSM,Misano,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,5,11,7,AU,157.5,+23.409
2008,MotoGP,13,RSM,Misano,2285,"Toseland, James",Tech 3 Yamaha,Yamaha,6,10,52,GB,157.3,+26.208
2008,MotoGP,13,RSM,Misano,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,7,9,65,IT,157.3,+26.824
2008,MotoGP,13,RSM,Misano,2055,"Dovizioso, Andrea",JiR Team Scot MotoGP,Honda,8,8,4,IT,157.2,+27.591
2008,MotoGP,13,RSM,Misano,1854,"Melandri, Marco",Ducati Marlboro Team,Ducati,9,7,33,IT,156.9,+33.169
2008,MotoGP,13,RSM,Misano,2094,"Edwards, Colin",Tech 3 Yamaha,Yamaha,10,6,5,US,156.7,+36.529
2008,MotoGP,13,RSM,Misano,1990,"Guintoli, Sylvain",Alice Team,Ducati,11,5,50,FR,156.4,+42.081
2008,MotoGP,13,RSM,Misano,1875,"Nakano, Shinya",San Carlo Honda Gresini,Honda,12,4,56,JP,156.3,+43.808
2008,MotoGP,13,RSM,Misano,1931,"West, Anthony",Kawasaki Racing Team,Kawasaki,13,3,13,AU,155.7,+54.874
2008,MotoGP,13,RSM,Misano,2049,"Hopkins, John",Kawasaki Racing Team,Kawasaki,14,2,21,US,155.6,+55.154
2008,MotoGP,13,RSM,Misano,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,-1,0,1,AU,158.5,21 Laps
2008,MotoGP,13,RSM,Misano,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,-1,0,15,SM,143.0,27 Laps
2008,MotoGP,13,RSM,Misano,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,-4,0,14,FR,,0 Lap
2008,MotoGP,13,RSM,Misano,2093,"Hayden, Nicky",Repsol Honda Team,Honda,-2,0,69,US,,0 Lap
2008,125cc,13,RSM,Misano,2315,"Folger, Jonas",Red Bull MotoGP Academy,KTM,15,1,94,DE,142.4,+53.349
2008,MotoGP,14,INP,Indianapolis,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,135.5,37'20.095
2008,MotoGP,14,INP,Indianapolis,2093,"Hayden, Nicky",Repsol Honda Team,Honda,2,20,69,US,135.1,+5.972
2008,MotoGP,14,INP,Indianapolis,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,3,16,48,ES,135.0,+7.858
2008,MotoGP,14,INP,Indianapolis,2032,"Stoner, Casey",Ducati Team,Ducati,4,13,1,AU,133.8,+28.162
2008,MotoGP,14,INP,Indianapolis,2055,"Dovizioso, Andrea",JiR Team Scot MotoGP,Honda,5,11,4,IT,133.8,+28.824
2008,MotoGP,14,INP,Indianapolis,2286,"Spies, Ben",Rizla Suzuki MotoGP,Suzuki,6,10,11,US,133.7,+29.645
2008,MotoGP,14,INP,Indianapolis,1990,"Guintoli, Sylvain",Alice Team,Ducati,7,9,50,FR,133.4,+36.223
2008,MotoGP,14,INP,Indianapolis,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,8,8,2,ES,133.3,+37.258
2008,MotoGP,14,INP,Indianapolis,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,9,7,7,AU,133.2,+38.442
2008,MotoGP,14,INP,Indianapolis,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,10,6,15,SM,133.0,+42.437
2008,MotoGP,14,INP,Indianapolis,1931,"West, Anthony",Kawasaki Racing Team,Kawasaki,11,5,13,AU,132.7,+47.179
2008,MotoGP,14,INP,Indianapolis,1944,"Elias, Toni",Alice Team,Ducati,12,4,24,ES,132.2,+55.962
2008,MotoGP,14,INP,Indianapolis,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,13,3,14,FR,132.1,+57.366
2008,MotoGP,14,INP,Indianapolis,2049,"Hopkins, John",Kawasaki Racing Team,Kawasaki,14,2,21,US,132.1,+58.353
2008,MotoGP,14,INP,Indianapolis,2094,"Edwards, Colin",Tech 3 Yamaha,Yamaha,15,1,5,US,131.9,+1'00.613
2008,MotoGP,14,INP,Indianapolis,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,16,0,65,IT,131.7,+1'05.620
2008,MotoGP,14,INP,Indianapolis,1875,"Nakano, Shinya",San Carlo Honda Gresini,Honda,17,0,56,JP,131.6,+1'05.854
2008,MotoGP,14,INP,Indianapolis,2285,"Toseland, James",Tech 3 Yamaha,Yamaha,18,0,52,GB,131.5,+1'07.968
2008,MotoGP,14,INP,Indianapolis,1854,"Melandri, Marco",Ducati Team,Ducati,19,0,33,IT,130.8,+1'21.023
2008,MotoGP,15,JPN,Motegi,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,160.2,43'09.599
2008,MotoGP,15,JPN,Motegi,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,2,20,1,AU,160.1,+1.943
2008,MotoGP,15,JPN,Motegi,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,3,16,2,ES,159.9,+4.866
2008,MotoGP,15,JPN,Motegi,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,4,13,48,ES,159.8,+6.165
2008,MotoGP,15,JPN,Motegi,2093,"Hayden, Nicky",Repsol Honda Team,Honda,5,11,69,US,158.7,+24.593
2008,MotoGP,15,JPN,Motegi,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,6,10,65,IT,158.6,+25.685
2008,MotoGP,15,JPN,Motegi,2094,"Edwards, Colin",Tech 3 Yamaha,Yamaha,7,9,5,US,158.6,+25.918
2008,MotoGP,15,JPN,Motegi,1875,"Nakano, Shinya",San Carlo Honda Gresini,Honda,8,8,56,JP,158.6,+26.003
2008,MotoGP,15,JPN,Motegi,2055,"Dovizioso, Andrea",JiR Team Scot MotoGP,Honda,9,7,4,IT,158.6,+26.219
2008,MotoGP,15,JPN,Motegi,2049,"Hopkins, John",Kawasaki Racing Team,Kawasaki,10,6,21,US,157.9,+37.131
2008,MotoGP,15,JPN,Motegi,2285,"Toseland, James",Tech 3 Yamaha,Yamaha,11,5,52,GB,157.9,+37.574
2008,MotoGP,15,JPN,Motegi,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,12,4,14,FR,157.9,+38.020
2008,MotoGP,15,JPN,Motegi,1854,"Melandri, Marco",Ducati Marlboro Team,Ducati,13,3,33,IT,157.8,+39.768
2008,MotoGP,15,JPN,Motegi,1990,"Guintoli, Sylvain",Alice Team,Ducati,14,2,50,FR,157.4,+45.846
2008,MotoGP,15,JPN,Motegi,1931,"West, Anthony",Kawasaki Racing Team,Kawasaki,15,1,13,AU,156.8,+55.748
2008,MotoGP,15,JPN,Motegi,1944,"Elias, Toni",Alice Team,Ducati,16,0,24,ES,156.6,+59.320
2008,MotoGP,15,JPN,Motegi,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,17,0,15,SM,155.8,+1'12.398
2008,MotoGP,15,JPN,Motegi,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,-1,0,7,AU,157.5,8 Laps
2008,MotoGP,15,JPN,Motegi,2203,"Akiyoshi, Kousuke",Rizla Suzuki MotoGP,Suzuki,-4,0,64,JP,,0 Lap
2008,MotoGP,16,AUS,Phillip Island,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,1,25,1,AU,176.0,40'56.643
2008,MotoGP,16,AUS,Phillip Island,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,2,20,46,IT,175.5,+6.504
2008,MotoGP,16,AUS,Phillip Island,2093,"Hayden, Nicky",Repsol Honda Team,Honda,3,16,69,US,175.5,+7.205
2008,MotoGP,16,AUS,Phillip Island,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,4,13,48,ES,175.2,+11.500
2008,MotoGP,16,AUS,Phillip Island,1875,"Nakano, Shinya",San Carlo Honda Gresini,Honda,5,11,56,JP,175.1,+11.914
2008,MotoGP,16,AUS,Phillip Island,2285,"Toseland, James",Tech 3 Yamaha,Yamaha,6,10,52,GB,175.1,+12.243
2008,MotoGP,16,AUS,Phillip Island,2055,"Dovizioso, Andrea",JiR Team Scot MotoGP,Honda,7,9,4,IT,175.1,+12.780
2008,MotoGP,16,AUS,Phillip Island,2094,"Edwards, Colin",Tech 3 Yamaha,Yamaha,8,8,5,US,174.2,+25.920
2008,MotoGP,16,AUS,Phillip Island,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,9,7,14,FR,174.1,+26.037
2008,MotoGP,16,AUS,Phillip Island,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,10,6,65,IT,174.1,+26.799
2008,MotoGP,16,AUS,Phillip Island,1944,"Elias, Toni",Alice Team,Ducati,11,5,24,ES,174.1,+27.027
2008,MotoGP,16,AUS,Phillip Island,1931,"West, Anthony",Kawasaki Racing Team,Kawasaki,12,4,13,AU,172.6,+47.808
2008,MotoGP,16,AUS,Phillip Island,2049,"Hopkins, John",Kawasaki Racing Team,Kawasaki,13,3,21,US,172.6,+48.333
2008,MotoGP,16,AUS,Phillip Island,1990,"Guintoli, Sylvain",Alice Team,Ducati,14,2,50,FR,172.6,+48.899
2008,MotoGP,16,AUS,Phillip Island,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,15,1,7,AU,172.6,+48.935
2008,MotoGP,16,AUS,Phillip Island,1854,"Melandri, Marco",Ducati Marlboro Team,Ducati,16,0,33,IT,171.0,+1'11.767
2008,MotoGP,16,AUS,Phillip Island,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,-4,0,15,SM,,0 Lap
2008,MotoGP,16,AUS,Phillip Island,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,-4,0,2,ES,,0 Lap
2008,MotoGP,17,MAL,Sepang,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,1,25,46,IT,162.2,43'06.007
2008,MotoGP,17,MAL,Sepang,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,2,20,2,ES,161.9,+4.008
2008,MotoGP,17,MAL,Sepang,2055,"Dovizioso, Andrea",JiR Team Scot MotoGP,Honda,3,16,4,IT,161.7,+8.536
2008,MotoGP,17,MAL,Sepang,2093,"Hayden, Nicky",Repsol Honda Team,Honda,4,13,69,US,161.6,+8.858
2008,MotoGP,17,MAL,Sepang,1875,"Nakano, Shinya",San Carlo Honda Gresini,Honda,5,11,56,JP,161.5,+10.583
2008,MotoGP,17,MAL,Sepang,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,6,10,1,AU,161.3,+13.640
2008,MotoGP,17,MAL,Sepang,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,7,9,65,IT,161.2,+15.936
2008,MotoGP,17,MAL,Sepang,2094,"Edwards, Colin",Tech 3 Yamaha,Yamaha,8,8,5,US,161.0,+18.802
2008,MotoGP,17,MAL,Sepang,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,9,7,7,AU,160.8,+23.174
2008,MotoGP,17,MAL,Sepang,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,10,6,14,FR,160.6,+25.516
2008,MotoGP,17,MAL,Sepang,2049,"Hopkins, John",Kawasaki Racing Team,Kawasaki,11,5,21,US,160.5,+27.609
2008,MotoGP,17,MAL,Sepang,1931,"West, Anthony",Kawasaki Racing Team,Kawasaki,12,4,13,AU,159.6,+41.399
2008,MotoGP,17,MAL,Sepang,1990,"Guintoli, Sylvain",Alice Team,Ducati,13,3,50,FR,159.4,+45.617
2008,MotoGP,17,MAL,Sepang,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,14,2,15,SM,159.2,+49.003
2008,MotoGP,17,MAL,Sepang,1944,"Elias, Toni",Alice Team,Ducati,15,1,24,ES,158.6,+59.139
2008,MotoGP,17,MAL,Sepang,1854,"Melandri, Marco",Ducati Marlboro Team,Ducati,16,0,33,IT,158.3,+1'03.328
2008,MotoGP,17,MAL,Sepang,1509,"Aoki, Nobuatsu",Rizla Suzuki MotoGP,Suzuki,17,0,9,JP,155.7,+1'48.363
2008,MotoGP,17,MAL,Sepang,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,-1,0,48,ES,155.8,9 Laps
2008,MotoGP,17,MAL,Sepang,2285,"Toseland, James",Tech 3 Yamaha,Yamaha,-1,0,52,GB,154.2,19 Laps
2008,125cc,17,MAL,Sepang,2315,"Folger, Jonas",Red Bull MotoGP Academy,KTM,17,0,94,DE,143.3,+1'07.140
2008,MotoGP,18,VAL,Ricardo Tormo,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,1,25,1,AU,154.1,46'46.114
2008,MotoGP,18,VAL,Ricardo Tormo,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,2,20,2,ES,154.0,+3.390
2008,MotoGP,18,VAL,Ricardo Tormo,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,3,16,46,IT,153.5,+12.194
2008,MotoGP,18,VAL,Ricardo Tormo,2055,"Dovizioso, Andrea",JiR Team Scot MotoGP,Honda,4,13,4,IT,152.8,+24.159
2008,MotoGP,18,VAL,Ricardo Tormo,2093,"Hayden, Nicky",Repsol Honda Team,Honda,5,11,69,US,152.7,+26.232
2008,MotoGP,18,VAL,Ricardo Tormo,2094,"Edwards, Colin",Tech 3 Yamaha,Yamaha,6,10,5,US,152.4,+32.209
2008,MotoGP,18,VAL,Ricardo Tormo,1875,"Nakano, Shinya",San Carlo Honda Gresini,Honda,7,9,56,JP,152.3,+34.571
2008,MotoGP,18,VAL,Ricardo Tormo,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,8,8,48,ES,152.2,+35.661
2008,MotoGP,18,VAL,Ricardo Tormo,1516,"Capirossi, Loris",Rizla Suzuki MotoGP,Suzuki,9,7,65,IT,152.1,+38.228
2008,MotoGP,18,VAL,Ricardo Tormo,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,10,6,15,SM,151.6,+47.583
2008,MotoGP,18,VAL,Ricardo Tormo,2285,"Toseland, James",Tech 3 Yamaha,Yamaha,11,5,52,GB,151.3,+52.107
2008,MotoGP,18,VAL,Ricardo Tormo,1990,"Guintoli, Sylvain",Alice Team,Ducati,12,4,50,FR,151.3,+52.350
2008,MotoGP,18,VAL,Ricardo Tormo,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,13,3,7,AU,151.3,+52.833
2008,MotoGP,18,VAL,Ricardo Tormo,2049,"Hopkins, John",Kawasaki Racing Team,Kawasaki,14,2,21,US,151.3,+53.227
2008,MotoGP,18,VAL,Ricardo Tormo,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,15,1,14,FR,151.3,+53.411
2008,MotoGP,18,VAL,Ricardo Tormo,1854,"Melandri, Marco",Ducati Marlboro Team,Ducati,16,0,33,IT,150.5,+1'08.387
2008,MotoGP,18,VAL,Ricardo Tormo,1931,"West, Anthony",Kawasaki Racing Team,Kawasaki,17,0,13,AU,150.3,+1'11.181
2008,MotoGP,18,VAL,Ricardo Tormo,1944,"Elias, Toni",Alice Team,Ducati,18,0,24,ES,149.0,+1'37.055
2009,MotoGP,1,QAT,Losail,2032,"Stoner, Casey",Ducati Marlboro Team,Ducati,1,25,27,AU,165.5,42'53.984
2009,MotoGP,1,QAT,Losail,1762,"Rossi, Valentino",Fiat Yamaha Team,Yamaha,2,20,46,IT,165.0,+7.771
2009,MotoGP,1,QAT,Losail,2058,"Lorenzo, Jorge",Fiat Yamaha Team,Yamaha,3,16,99,ES,164.5,+16.244
2009,MotoGP,1,QAT,Losail,2094,"Edwards, Colin",Monster Yamaha Tech 3,Yamaha,4,13,5,US,164.0,+24.410
2009,MotoGP,1,QAT,Losail,2055,"Dovizioso, Andrea",Repsol Honda Team,Honda,5,11,4,IT,163.8,+27.263
2009,MotoGP,1,QAT,Losail,1981,"De Angelis, Alex",San Carlo Honda Gresini,Honda,6,10,15,SM,163.6,+29.883
2009,MotoGP,1,QAT,Losail,2153,"Vermeulen, Chris",Rizla Suzuki MotoGP,Suzuki,7,9,7,AU,163.4,+33.627
2009,MotoGP,1,QAT,Losail,2037,"Kallio, Mika",Pramac Racing,Ducati,8,8,36,FI,163.3,+34.755
2009,MotoGP,1,QAT,Losail,1944,"Elias, Toni",San Carlo Honda Gresini,Honda,9,7,24,ES,163.0,+39.481
2009,MotoGP,1,QAT,Losail,1888,"De Puniet, Randy",LCR Honda MotoGP,Honda,10,6,14,FR,162.9,+42.284
2009,MotoGP,1,QAT,Losail,2015,"Pedrosa, Dani",Repsol Honda Team,Honda,11,5,3,ES,162.5,+48.526
2009,MotoGP,1,QAT,Losail,2093,"Hayden, Nicky",Ducati Marlboro Team,Ducati,12,4,69,US,162.5,+48.883
2009,MotoGP,1,QAT,Losail,1588,"Gibernau, Sete",Grupo Francisco Hernando,Ducati,13,3,59,ES,162.2,+52.215
2009,MotoGP,1,QAT,Losail,1854,"Melandri, Marco",Hayate Racing Team,Kawasaki,14,2,33,IT,162.0,+56.379
2009,MotoGP,1,QAT,Losail,2081,"Takahashi, Yuki",Scot Racing Team MotoGP,Honda,15,1,72,JP,161.8,+1'00.286
2009,MotoGP,1,QAT,Losail,2285,"Toseland, James",Monster Yamaha Tech 3,Yamaha,16,0,52,GB,160.9,+1'14.978
